player_id,team_id,league_id,position,role,is_major,no_trade,last_year_team_option,last_year_player_option,last_year_vesting_option,next_last_year_team_option,next_last_year_player_option,next_last_year_vesting_option,contract_team_id,contract_league_id,season_year,salary0,salary1,salary2,salary3,salary4,salary5,salary6,salary7,salary8,salary9,years,current_year,minimum_pa,minimum_pa_bonus,minimum_ip,minimum_ip_bonus,mvp_bonus,cyyoung_bonus,allstar_bonus,next_last_year_option_buyout,last_year_option_buyout,opt_out,opt_out_relegation,retained
36,46,101,1,11,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,14,100,1,12,1,0,0,0,0,0,0,0,14,100,2012,480000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,41,101,8,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,11,100,1,11,1,0,0,0,0,0,0,0,11,100,2012,1500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7,100,7,0,1,0,0,0,0,0,0,0,7,100,2010,9000000,9000000,9000000,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189,37,101,3,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,44,101,9,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363,59,102,8,0,1,0,0,0,0,0,0,0,30,100,2012,1250000,0,0,0,0,0,0,0,0,0,1,0,550,96000,0,0,0,0,0,0,0,0,0,0
425,18,100,1,11,1,0,0,0,0,0,0,0,18,100,2011,11500000,12000000,11500000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,230000,0,0,0
518,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
603,10,100,1,13,1,0,1,0,0,0,0,0,10,100,2011,3750000,4000000,4500000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,350000,0,0,0
638,26,100,2,0,1,0,1,0,0,0,0,0,26,100,2012,4000000,3500000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,47,102,1,11,1,0,0,0,0,0,0,0,24,1,2012,750000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
879,2,100,1,11,1,0,0,0,0,0,0,0,2,100,2011,17000000,17000000,17000000,17000000,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
910,42,101,1,12,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,29,100,9,0,1,1,0,0,0,0,0,0,29,100,2012,13000000,13000000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
958,13,100,5,0,1,1,0,0,1,0,0,0,13,100,2011,14000000,15000000,16000000,17000000,18000000,16000000,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
990,5,100,1,13,1,0,0,0,0,0,0,0,5,100,2011,5500000,5500000,5500000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1200000,0,0,0
1031,29,100,3,0,1,1,0,0,0,0,0,0,29,100,2012,12000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1,100,5,0,1,0,1,0,0,0,0,0,1,100,2012,1500000,1750000,3200000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,32,101,5,0,1,0,0,0,0,0,0,0,19,100,2012,2000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,15,100,2,0,1,0,1,0,0,0,0,0,15,100,2012,1200000,1240000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,250000,0,0,0
1252,15,100,5,0,1,0,0,0,0,0,0,0,15,100,2011,1350000,1350000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1508,58,102,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,22,100,1,11,1,0,0,0,0,0,0,0,22,100,2012,6000000,11000000,18000000,19000000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,26,100,1,11,1,1,0,0,0,0,0,0,26,100,2009,16500000,16500000,16500000,16500000,16500000,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,480000,0,0,40
1968,24,100,1,12,1,0,0,0,0,0,0,0,24,100,2012,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,18,100,5,0,1,0,0,0,0,0,0,0,18,100,2011,1000000,1000000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,51,102,1,12,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,29,100,1,11,1,0,0,0,0,0,0,0,29,100,2012,8500000,12500000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,1,100,7,0,1,0,0,0,0,0,0,0,1,100,2012,1500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,6,100,1,11,1,0,0,0,0,0,0,0,6,100,2012,4500000,4500000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,550000,0,0,0
2404,22,100,1,12,1,0,0,0,0,0,0,0,22,100,2011,1100000,1500000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2447,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,10,100,1,11,1,0,0,0,0,0,0,0,10,100,2012,2000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,14,100,1,12,1,0,0,0,0,0,0,0,14,100,2012,4500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,80,105,1,12,1,0,0,0,0,0,0,0,26,1,2012,1250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,19,100,9,0,1,0,0,0,0,0,0,0,19,100,2012,10500000,10500000,10500000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,39,101,7,0,1,0,0,0,0,0,0,0,9,100,2012,600000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,17,100,1,11,1,0,0,0,0,0,0,0,17,100,2009,12000000,12500000,13500000,14000000,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3491,30,100,5,0,1,0,0,0,0,0,0,0,30,100,2012,800000,0,0,0,0,0,0,0,0,0,1,0,550,96000,0,0,0,0,0,0,0,0,0,0
3552,24,100,1,11,1,0,1,0,0,0,0,0,24,100,2012,3250000,4250000,5000000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,300000,0,0,0
3701,5,100,1,12,1,0,1,0,0,0,0,0,5,100,2012,3000000,3500000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,500000,0,0,0
3733,7,100,1,13,1,0,0,0,0,0,0,0,7,100,2011,5000000,5000000,5000000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
3804,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,56,102,1,11,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,3,100,3,0,1,0,0,0,0,0,0,0,3,100,2011,12000000,14000000,15000000,15000000,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
3875,59,102,1,13,1,0,0,0,0,0,0,0,16,100,2012,900000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300000,0,0,0
4021,53,102,1,12,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,12,100,1,12,1,0,0,0,0,0,0,0,12,100,2011,2600000,3300000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
4296,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,35,101,1,12,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,10,100,1,12,1,0,1,0,0,0,0,0,10,100,2011,5000000,5000000,6500000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,500000,0,0,0
4753,29,100,6,0,1,0,0,0,0,0,0,0,29,100,2012,7000000,7000000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4848,9,100,1,11,1,0,0,0,0,0,0,0,9,100,2012,4000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4851,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,49,102,1,11,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,110,107,1,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,19,100,3,0,1,0,0,0,0,0,0,0,19,100,2011,1000000,1000000,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
5013,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,38,101,1,12,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,23,100,6,0,1,0,0,0,1,0,0,0,23,100,2012,3500000,4000000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5445,26,100,1,12,1,1,0,0,0,0,0,0,26,100,2012,1100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,45,101,6,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5519,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5555,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5612,21,100,8,0,1,0,1,0,0,0,0,0,21,100,2012,850000,950000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,150000,0,0,0
5657,25,100,1,11,1,1,0,0,1,0,0,0,25,100,2011,20000000,20000000,20000000,20000000,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
5839,54,102,5,0,1,0,0,0,0,0,0,0,18,100,2012,800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,7,100,1,12,1,0,0,0,0,0,0,0,7,100,2012,3000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6036,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,19,100,3,0,1,0,0,0,0,0,0,0,19,100,2012,4900000,5000000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6126,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6137,39,101,1,11,1,0,0,0,0,0,0,0,16,100,2012,750000,6500000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6142,19,100,2,0,1,0,0,0,0,0,0,0,19,100,2012,3200000,3200000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,16,100,1,11,1,0,1,0,0,0,0,0,16,100,2010,9000000,9000000,9000000,9000000,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1000000,0,0,0
6593,28,100,7,0,1,0,1,0,0,0,0,0,28,100,2011,10000000,10000000,10000000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2000000,0,0,0
6661,7,100,9,0,1,0,0,0,0,0,0,0,7,100,2008,18000000,18000000,18000000,18000000,18000000,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
6703,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,5,100,5,0,1,0,1,0,0,0,0,0,5,100,2011,5500000,5500000,6000000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,500000,0,0,0
6738,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,37,101,6,0,1,0,0,0,0,0,0,0,23,100,2012,875000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6858,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6869,9,100,6,0,1,1,0,1,0,0,0,0,9,100,2011,15000000,16000000,17000000,8000000,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3000000,0,0,0
6874,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,55,102,3,0,1,0,0,0,0,0,0,0,1,1,2012,800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,9,100,7,0,1,0,0,0,0,0,0,0,9,100,2012,2000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7016,16,100,5,0,1,0,0,0,1,0,0,0,16,100,2010,14000000,14000000,14000000,7000000,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
7312,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7316,21,100,5,0,1,0,0,0,0,0,0,0,21,100,2012,800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7594,3,100,3,0,1,0,0,0,0,0,0,0,3,100,2011,12000000,12000000,13500000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
7627,27,100,7,0,1,0,0,0,0,0,0,0,27,100,2012,1250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7966,20,100,3,0,1,1,0,0,0,0,0,0,20,100,2007,11000000,12000000,18500000,18500000,18500000,18500000,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
7971,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8137,21,100,1,11,1,0,0,0,0,0,0,0,21,100,2011,8000000,11500000,13000000,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
8165,36,101,1,13,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8217,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8249,29,100,1,11,1,1,0,0,0,0,0,0,29,100,2009,7125000,8875000,11875000,11875000,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
8299,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8306,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,34,101,1,11,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
