city_id,nation_id,state_id,name,abbreviation,latitude,longitude,population,main_language_id
45613,36,678,"Lindsay","LIN",44.3500,-78.7400,17987,0
50418,36,678,"Milton","MIL",43.5100,-79.8900,53939,0
54170,36,678,"Napanee","NAP",44.2500,-76.9500,8197,0
57701,36,678,"Orono","ORO",43.9900,-78.6200,1760,0
57799,36,678,"Oshawa","OSH",43.8900,-78.8600,141590,0
57981,36,678,"Ottawa","OTT",45.4200,-75.7100,812129,0
60405,36,678,"Port Hope","POR",43.9600,-78.3000,11765,0
60449,36,678,"Port Stanley","POR",42.6700,-81.2200,2663,0
69154,36,678,"St. Thomas","SAI",42.7800,-81.1900,38693,0
71676,36,678,"Sarnia","SRN",42.9900,-82.4000,71419,0
76451,36,678,"Stratford","STR",43.3700,-80.9800,30233,0
79803,36,678,"Thunder Bay","TBY",48.4200,-89.2800,109140,0
80680,36,678,"Toronto","TOR",43.6500,-79.3800,2503281,0
85419,36,678,"Waterford","WAT",42.9300,-80.2800,3033,0
86904,36,678,"Windsor","WSR",42.3000,-83.0300,216473,0
89954,36,678,"Mississauga","MSG",43.5800,-79.6200,668549,0
89955,36,678,"Brampton","BMP",43.6900,-79.7600,433806,0
89965,36,678,"Burlington","BRL",43.3000,-79.8000,164415,0
89966,36,678,"Richmond Hill","RMH",43.8700,-79.4500,162704,0
89968,36,678,"Cambridge","CMB",43.3700,-80.3200,120371,0
89970,36,678,"Whitby","WTB",43.8700,-78.9300,111184,0
89977,36,678,"Ajax","AJX",43.8400,-79.0200,90167,0
89978,36,678,"Pickering","PKG",43.8400,-79.0900,90167,0
89994,36,678,"Welland","WLD",42.9900,-79.2500,50331,0
90140,36,678,"Penetanguishene","PEN",44.4600,-79.5600,9111,0
90654,36,678,"Simcoe","SIM",42.5000,-80.1800,14777,0
91011,36,678,"Kingsville","KIN",42.0600,-82.4300,21362,0
91062,36,678,"Gore Bay","GOR",45.5500,-82.2800,850,0
92819,36,678,"Ancaster","ANC",43.2167,-80.0000,40557,0
29463,36,679,"Granby","GBY",45.4100,-72.7300,47637,0
42072,36,679,"Louiseville","LOU",46.2500,-72.9300,5819,0
51650,36,679,"Montreal","MON",45.5200,-73.5700,1620693,0
63789,36,679,"Quebec City","QBC",46.8200,-71.2300,516622,0
89957,36,679,"Laval","LVL",45.5800,-73.7500,368709,0
89959,36,679,"Gatineau","GTN",45.5200,-75.5700,242124,0
89961,36,679,"Longueuil","LGL",45.5300,-73.5000,229330,0
90007,36,679,"Vaudreuil-Dorion","VAD",45.2400,-74.0200,33305,0
16912,36,680,"Campbell River","CAM",49.9900,-125.2300,31186,0
36745,36,680,"Kamloops","KML",50.6800,-120.3400,85678,0
37714,36,680,"Kelowna","KLW",49.8900,-119.4600,117312,0
72491,36,680,"Sechelt","SEC",49.4700,-123.7700,5977,0
80941,36,680,"Trail","TRA",49.1000,-117.7300,7681,0
84104,36,680,"Vancouver","VAN",49.2800,-123.1300,603502,0
85121,36,680,"Vernon","VER",50.2700,-119.2800,38150,0
85337,36,680,"Victoria","VCA",48.4300,-123.3700,80832,0
89956,36,680,"Surrey","SRY",49.3200,-122.8300,468251,0
89962,36,680,"Burnaby","BNY",49.2700,-122.9700,223218,0
89974,36,680,"Delta","DTA",49.2800,-123.0100,99863,0
89976,36,680,"Langley","LGY",49.1000,-122.6500,104177,0
89979,36,680,"North Vancouver","NVR",49.3100,-123.0200,84412,0
89987,36,680,"Maple Ridge","MPR",49.2200,-122.6000,76052,0
89988,36,680,"New Westminster","NWM",49.2100,-122.9100,65976,0
90198,36,680,"Comox","COM",49.4000,-124.5400,13627,0
90783,36,680,"New Denver","NDE",49.5900,-117.2200,504,0
11152,36,681,"Bow Island","BOW",49.8700,-111.3700,1792,0
16637,36,681,"Calgary","CGY",51.0500,-114.0600,988193,0
19873,36,681,"Drumheller","DRU",51.4700,-112.7100,6557,0
19953,36,681,"Drayton Valley","DRA",53.2200,-114.9800,6099,0
22795,36,681,"Edmonton","EDM",53.5700,-113.5400,730372,0
29511,36,681,"Grande Prairie","GDP",55.1800,-118.8000,47076,0
90561,36,681,"Glendon","GLE",54.1400,-111.0900,486,0
11377,36,682,"Brandon","BRA",49.8400,-99.9600,26234,0
75277,36,682,"Souris","SOU",49.6200,-100.2500,1752,0
75715,36,682,"Springfield","SPR",49.8800,-96.8400,2066,0
83027,36,682,"Virden","VIR",49.8500,-100.9300,3237,0
86862,36,682,"Winnipeg","WPG",49.8800,-97.1700,633451,0
20627,36,683,"Digby","DIG",44.6200,-65.7700,2052,0
30382,36,683,"Halifax","HFX",44.6700,-63.6100,372679,0
77265,36,683,"Sydney","SYD",46.1500,-60.1700,32660,0
90527,36,683,"Bayfield","BAY",45.3700,-61.4400,196,0
47922,36,684,"Maple Creek","MAP",49.9200,-109.4700,2121,0
49570,36,684,"Melville","MEL",50.9400,-102.8100,4279,0
55687,36,684,"Nipawin","NIP",53.3700,-104.0200,3994,0
56070,36,684,"North Battleford","NOR",52.7900,-108.2900,19440,0
65417,36,684,"Regina","RGN",50.4500,-104.6100,179246,0
77244,36,684,"Swift Current","SWI",50.3000,-107.8000,14703,0
86485,36,684,"Weyburn","WEY",49.6700,-103.8600,9362,0
90988,36,684,"Vibank","VIB",50.3300,-103.9500,374,0
22797,36,686,"Edmundston","EDM",47.3800,-68.3400,17937,0
24877,36,686,"Fredericton","FRD",45.9600,-66.6600,50535,0
51198,36,686,"Moncton","MNC",46.0900,-64.7800,64128,0
90938,36,686,"Dorchester","DOR",45.5500,-64.3100,1167,0
18955,36,687,"Charlottetown","CHA",46.2400,-63.1400,42402,0
16528,49,864,"Calabazar de Sagua","CAL",22.6500,-79.9000,10455,0
31031,49,864,"Havana","HAV",23.1300,-82.3900,2163824,0
62328,49,865,"Palma Soriano","PAL",20.2200,-76.0000,102826,0
70340,49,865,"San Luis","SAN",20.2000,-75.8500,67293,0
71361,49,865,"Santiago de Cuba","SAN",20.0100,-75.8200,555865,0
25863,49,866,"Florida","FLO",21.5400,-78.2300,63007,0
6834,49,867,"Banes","BAN",20.9600,-75.7200,53104,0
32267,49,867,"Holguín","HOL",20.8900,-76.2500,319102,0
26960,49,868,"Guantanamo","GUA",20.1500,-75.2200,272801,0
65005,49,869,"Ranchuelo","RAN",22.3800,-80.1500,43695,0
66827,49,869,"Remedios","REM",22.5000,-79.5500,34108,0
67852,49,869,"Sagua la Grande","SAG",22.8100,-80.0800,62073,0
71022,49,869,"Santa Clara","SAN",22.4100,-79.9700,250512,0
71439,49,869,"Santo Domingo","SAN",22.5800,-80.2500,45476,0
43938,49,870,"Las Tunas","LAS",20.9700,-76.9500,203684,0
16925,49,871,"Campechuela","CAM",20.2400,-77.2800,25069,0
35411,49,871,"Jiguaní","JIG",20.3700,-76.4300,41106,0
59042,49,872,"Pinar del Rio","PIN",22.4100,-83.7000,186990,0
13749,49,873,"Cienfuegos","CIE",22.1600,-80.4500,186644,0
15781,49,873,"Cruces","CRU",22.3400,-80.2700,24906,0
2030,49,874,"Abreus","ABR",22.2800,-80.5700,16711,0
13014,49,874,"Cardenas","CAR",23.0500,-81.2100,98515,0
15194,49,874,"Corralillo","COR",22.9900,-80.5800,51881,0
48818,49,874,"Matanzas","MAT",23.0600,-81.5800,146733,0
63732,49,874,"Perico","PER",22.7800,-81.0200,24073,0
13746,49,875,"Ciego de Avila","CIE",21.8500,-78.7600,142027,0
25928,49,876,"Fomento","FOM",22.1000,-79.7200,19991,0
4224,49,877,"Artemisa","ART",22.8200,-82.7600,68073,0
7685,49,877,"Bauta","BAU",22.9800,-82.5500,45768,0
26974,49,877,"Guanajay","GUA",22.9400,-82.6800,25258,0
53080,49,878,"Nueva Gerona","NUE",21.8900,-82.8000,20264,0
89949,49,3324,"Nueva Paz","NUE",22.7600,-81.7600,25471,0
71432,56,932,"Santo Domingo","SAN",18.4800,-69.9100,2201941,0
45308,56,933,"Licey al Medio","LIC",0.0000,0.0000,6435,0
62332,56,933,"Palmar Arriba","PAL",0.0000,0.0000,3700,0
67617,56,933,"Sabana Iglesia","SAB",0.0000,0.0000,5135,0
71389,56,933,"Santiago","SAN",19.4800,-70.6900,555904,0
78345,56,933,"Tamboril","TAM",19.4800,-70.6000,23304,0
83412,56,933,"Villa Gonzalez","VIL",0.0000,0.0000,10177,0
83449,56,933,"Villa Bisonó","VIL",19.5600,-70.8700,33137,0
14902,56,934,"Consuelo","CON",18.5600,-69.3000,27600,0
41984,56,934,"Los Llanos","LOS",0.0000,0.0000,5529,0
64113,56,934,"Quisqueya","QUI",18.5600,-69.4100,17694,0
26889,56,935,"Guaymate","GUA",0.0000,0.0000,6224,0
42625,56,935,"La Romana","LA ",18.4300,-68.9700,208437,0
23041,56,936,"El Cercado","EL ",0.0000,0.0000,5316,0
43914,56,936,"Las Matas de Farfan","LAS",18.8700,-71.5200,21802,0
70230,56,936,"San Juan de la Maguana","SAN",18.8100,-71.2300,72950,0
496,56,937,"Agua Santa del Yuna","AGU",0.0000,0.0000,1830,0
59018,56,937,"Pimentel","PIM",19.1800,-70.1100,9550,0
69965,56,937,"San Francisco de Macorís","SAN",19.3000,-70.2500,124763,0
10199,56,938,"Boca de Yuma","BOC",0.0000,0.0000,1991,0
31762,56,938,"Higüey","HIG",18.6200,-68.7100,123787,0
70570,56,938,"San Rafael del Yuma","SAN",0.0000,0.0000,5285,0
1876,56,939,"Altamira","ALT",0.0000,0.0000,4563,0
26971,56,939,"Guananico","GUA",0.0000,0.0000,2620,0
34341,56,939,"Imbert","IMB",0.0000,0.0000,8024,0
51470,56,939,"Montellano","MON",0.0000,0.0000,9417,0
61363,56,939,"Puerto Plata","PUE",19.8000,-70.7000,119897,0
75189,56,939,"Sosúa","SOS",19.7500,-70.5200,9482,0
83406,56,939,"Villa Isabela","VIL",0.0000,0.0000,3887,0
14895,56,940,"Constanza","CON",18.9100,-70.7500,29481,0
35048,56,940,"Jarabacoa","JAR",19.1200,-70.6400,29983,0
35429,56,940,"Jima Abajo","JIM",0.0000,0.0000,6299,0
42718,56,940,"La Vega","LA ",19.2200,-70.5300,102426,0
7059,56,941,"Barahona","BAR",18.2100,-71.1000,77160,0
16293,56,941,"Cabral","CAB",18.2500,-71.2200,12303,0
23019,56,941,"El Cachón","EL ",0.0000,0.0000,1903,0
85299,56,941,"Vicente Noble","VIC",0.0000,0.0000,11060,0
10620,56,942,"Bonao","BON",18.9500,-70.4100,73269,0
58867,56,942,"Piedra Blanca","PIE",0.0000,0.0000,8531,0
6309,56,943,"Bajos de Haina","BAJ",18.4200,-70.0300,66784,0
41968,56,943,"Los Cacaos","LOS",0.0000,0.0000,1997,0
67615,56,943,"Sabana Grande de Palenque","SAB",0.0000,0.0000,4809,0
83450,56,943,"Villa Altagracia","VIL",18.6700,-70.1700,40027,0
88174,56,943,"Yaguate","YAG",0.0000,0.0000,5610,0
6729,56,944,"Baní","BAN",18.2900,-70.3300,66709,0
55747,56,944,"Nizao","NIZ",0.0000,0.0000,6530,0
71320,56,944,"Santana","SAN",0.0000,0.0000,3627,0
83414,56,944,"Villa Fundación","VIL",0.0000,0.0000,4485,0
27893,56,945,"Gaspar Hernandez","GAS",0.0000,0.0000,6506,0
50912,56,945,"Moca","MOC",19.4000,-70.5300,61834,0
5185,56,946,"Azua","AZU",18.4600,-70.7400,59139,0
61297,56,946,"Pueblo Viejo","PUE",0.0000,0.0000,4192,0
10196,56,947,"Boca Chica","BOC",0.0000,0.0000,51245,0
26838,56,947,"Guerra","GUE",0.0000,0.0000,12763,0
42733,56,947,"La Victoria","LA ",0.0000,0.0000,14486,0
63426,56,947,"Pedro Brand","PED",0.0000,0.0000,25073,0
24086,56,948,"Esperanza","ESP",19.5800,-70.9900,42169,0
34850,56,948,"Jaibón","JAI",0.0000,0.0000,4853,0
43105,56,948,"Laguna Salada","LAG",0.0000,0.0000,7601,0
47899,56,948,"Mao","MAO",19.5600,-71.0800,48297,0
15322,56,949,"Cotuí","COT",19.0600,-70.1500,41641,0
18354,56,949,"Cevicos","CEV",0.0000,0.0000,4064,0
26377,56,949,"Fantino","FAN",19.1200,-70.3000,10024,0
30951,56,950,"Hato Mayor","HAT",18.7700,-69.2600,35999,0
67611,56,950,"Sabana de la Mar","SAB",19.0700,-69.3900,13977,0
16297,56,951,"Cabrera","CAB",0.0000,0.0000,4947,0
53855,56,951,"Nagua","NAG",19.3800,-69.8500,33862,0
23245,56,952,"El Seibo","EL ",18.7700,-69.0400,23547,0
21181,56,953,"Don Juan","DON",0.0000,0.0000,2396,0
51430,56,953,"Monte Plata","MON",18.8100,-69.7900,15532,0
67614,56,953,"Sabana Grande de Boya","SAB",18.9500,-69.8000,16834,0
88232,56,953,"Yamasa","YAM",0.0000,0.0000,11595,0
27594,56,954,"Galvan","GAL",0.0000,0.0000,6027,0
30946,56,955,"Hatillo Palma","HAT",0.0000,0.0000,3574,0
43915,56,955,"Las Matas de Santa Cruz","LAS",0.0000,0.0000,10218,0
51421,56,955,"Monte Cristi","MON",19.8500,-71.6500,17001,0
41067,56,956,"Loma de Cabrera","LOM",0.0000,0.0000,6679,0
83400,56,957,"Villa Los Almacigos","VIL",0.0000,0.0000,2895,0
14674,56,959,"Comendador","COM",18.8700,-71.7000,12070,0
32428,56,959,"Hondo Valle","HON",0.0000,0.0000,3713,0
69368,56,960,"Salcedo","SAL",19.4200,-70.3900,11675,0
79147,56,960,"Tenares","TEN",0.0000,0.0000,7390,0
83378,56,960,"Villa Tapia","VIL",0.0000,0.0000,3113,0
43934,56,961,"Las Terrenas","LAS",0.0000,0.0000,7713,0
67218,56,961,"Sanchez","SAN",19.2300,-69.6200,11365,0
69606,56,961,"Samana","SAM",19.2100,-69.3300,11432,0
26910,80,1313,"Guatemala","GUA",14.6300,-90.5500,973049,0
78977,86,1389,"Tegucigalpa","TEG",14.0900,-87.2200,850848,0
70535,86,1390,"San Pedro Sula","SAN",15.4700,-88.0300,489466,0
38612,97,1622,"Kingston","KIN",17.9900,-76.8000,583958,0
55358,124,2018,"Nezahualcoyotl","NEZ",19.4100,-99.0300,1232220,0
80278,124,2018,"Tlalnepantla","TLA",19.5400,-99.1900,715767,0
27028,124,2019,"Guadalajara","GUA",20.6700,-103.3500,1640589,0
43080,124,2019,"Lagos de Moreno","LAG",21.3700,-101.9300,84677,0
56769,124,2019,"Ocotlan","OCO",20.3700,-102.7700,81527,0
13242,124,2020,"Chihuahua","CHI",28.6300,-106.0800,708267,0
78934,124,2021,"Tecamachalco","TEC",18.8800,-97.7300,26227,0
23746,124,2022,"Ensenada","ENS",31.8700,-116.6200,256565,0
47620,124,2022,"Maneadero","MAN",31.7200,-116.5700,17861,0
49931,124,2022,"Mexicali","MEX",32.6500,-115.4700,597099,0
79944,124,2022,"Tijuana","TIJ",32.5300,-117.0200,1376457,0
51496,124,2023,"Monterrey","MON",25.6700,-100.3200,1122874,0
70458,124,2023,"San Nicolas de los Garza","SAN",25.7500,-100.3000,507816,0
23234,124,2024,"El Sabino","EL ",0.0000,0.0000,4715,0
58203,124,2025,"Oxkutzcab","OXK",20.3000,-89.4200,21508,0
51195,124,2029,"Monclova","MON",26.9100,-101.4200,195764,0
23242,124,2030,"El Sauz","EL ",20.4700,-100.1000,6569,0
495,124,2031,"Agua Prieta","AGU",31.3300,-109.5600,68446,0
17017,124,2031,"Cananea","CAN",30.9900,-110.3000,33433,0
23624,124,2031,"Empalme","EMP",27.9700,-110.8200,38599,0
26890,124,2031,"Guaymas","GUA",27.9200,-110.9100,103449,0
31520,124,2031,"Hermosillo","HER",29.0700,-110.9700,595811,0
32845,124,2031,"Huatabampo","HUA",26.8300,-109.6300,30426,0
42548,124,2032,"La Piedad","LA ",20.3300,-102.0300,70238,0
67887,124,2032,"Sahuayo","SAH",20.0700,-102.7200,58513,0
576,124,2033,"Ahome","AHO",25.9100,-109.1700,10806,0
15963,124,2033,"Culiacan","CUL",24.8000,-107.3900,582469,0
23094,124,2033,"El Fuerte","EL ",26.4200,-108.6200,11171,0
26921,124,2033,"Guasave","GUA",25.5700,-108.4700,68449,0
41988,124,2033,"Los Mochis","LOS",25.7900,-109.0000,214601,0
49169,124,2033,"Mazatlan","MAZ",23.2200,-106.4200,354717,0
70042,124,2033,"San Ignacio","SAN",23.9200,-106.4200,4293,0
15244,124,2034,"Cosamaloapan","COS",18.3700,-95.8000,28768,0
15945,124,2034,"Cuitlahuac","CUI",18.8200,-96.7200,12331,0
18299,124,2034,"Cerro Azul","CER",21.2000,-97.7300,19632,0
50472,124,2034,"Minatitlan","MIN",17.9800,-94.5200,150895,0
57631,124,2034,"Orizaba","ORI",18.8300,-97.1000,121348,0
79893,124,2034,"Tierra Blanca","TIE",18.4500,-96.3400,45357,0
84337,124,2034,"Vega de Alatorre","VEG",20.0300,-96.6300,6710,0
84596,124,2034,"Veracruz","VER",19.1900,-96.1400,568313,0
48812,124,2036,"Matamoros","MAT",25.8800,-97.5000,435145,0
53052,124,2036,"Nuevo Laredo","NUE",27.4800,-99.5100,349550,0
67007,124,2036,"Reynosa","REY",26.0800,-98.2800,498654,0
83344,124,2039,"Villahermosa","VIL",17.9800,-92.9200,362401,0
3539,124,2040,"Apatlaco","APA",18.7800,-98.9500,12530,0
79242,124,2042,"Tepic","TEP",21.5000,-104.8900,280592,0
95503,124,2042,"Santiago Ixcuintla","SAN",21.0300,-104.3700,18169,0
56489,124,2043,"Oaxaca","OAX",17.0700,-96.7200,262566,0
42524,124,2045,"La Paz","LA ",24.1400,-110.3200,171485,0
77808,124,2047,"Tabasco","TAB",21.8700,-102.9200,6626,0
89079,124,2047,"Zacatecas","ZAC",22.7800,-102.5800,118562,0
49935,124,3317,"Mexico City","MEX",19.4300,-99.1400,8657050,0
47484,136,2227,"Managua","MAN",12.1500,-86.2700,1140506,0
23241,136,2228,"El Sauce","EL ",12.8800,-86.5400,8559,0
53820,136,2228,"Nagarote","NAG",12.2600,-86.5700,35438,0
79052,136,2228,"Telica","TEL",12.5200,-86.8700,7550,0
13327,136,2229,"Chinandega","CHI",12.6300,-87.1300,128616,0
10114,136,2234,"Bluefields","BLU",12.0100,-83.7700,50178,0
15096,136,2234,"Corn Island","COR",12.1700,-83.0400,7934,0
