team_id,player_id,list_id
3,17269,2
3,17269,3
3,17360,1
3,22047,2
3,22047,3
3,17621,1
3,17360,2
3,17360,3
3,17397,1
3,17397,2
3,17397,3
4,17130,1
4,16774,2
4,16593,3
4,17130,4
4,17483,1
4,16513,2
4,8340,3
4,8340,1
4,8340,2
4,15626,3
4,16593,1
4,17538,2
4,15927,3
4,15626,1
4,17393,2
4,17028,3
4,15927,1
4,16530,2
4,22503,3
4,17028,1
4,17366,2
4,16263,3
4,22503,1
4,16797,2
4,16350,3
4,16263,1
4,22503,2
4,17225,3
4,16350,1
4,17279,2
4,16513,3
4,17530,1
4,16593,2
4,16530,3
4,17225,1
4,16443,2
4,16635,3
4,16513,1
4,15626,2
4,16653,3
4,16530,1
4,16263,2
4,17013,3
4,16635,1
4,16653,2
4,16774,3
4,16653,1
4,17244,2
4,16797,3
4,17013,1
4,16350,2
4,16964,3
4,16774,1
4,17483,2
4,17129,3
4,16443,1
4,17028,2
4,17244,3
4,16797,1
4,17552,2
4,17279,3
4,17271,1
4,16964,2
4,17366,3
4,16964,1
4,17129,2
4,17393,3
4,17237,1
4,15927,2
4,17538,3
4,16397,1
4,17530,2
4,17552,3
4,17511,1
4,16635,2
4,16443,3
4,17392,1
4,17225,2
4,17530,3
4,17129,1
4,17013,2
4,17483,3
4,20493,1
4,17271,2
4,17271,3
4,17648,1
4,17237,2
4,17237,3
4,17244,1
4,16397,2
4,16397,3
4,1,1
4,17511,2
4,17511,3
4,17279,1
4,17392,2
4,17392,3
4,17366,1
4,20493,2
4,20493,3
4,17648,2
4,17648,3
4,17393,1
4,1,2
4,1,3
4,17538,1
4,17552,1
5,17559,1
5,16087,2
5,17559,3
5,15679,4
5,990,1
5,16779,2
5,990,3
5,17445,4
5,3701,1
5,17110,2
5,3701,3
5,6711,1
5,16985,2
5,6711,3
5,15499,1
5,17559,2
5,15499,3
5,15714,1
5,990,2
5,15714,3
5,15745,1
5,3701,2
5,15745,3
5,15747,1
5,16908,2
5,15747,3
5,15865,1
5,17491,2
5,15865,3
5,16027,1
5,15745,2
5,16027,3
5,16087,1
5,17394,2
5,16087,3
5,16516,1
5,16516,2
5,16516,3
5,16201,1
5,15865,2
5,16201,3
5,15679,1
5,15747,2
5,16779,3
5,16309,1
5,17108,2
5,16908,3
5,16779,1
5,17171,2
5,16985,3
5,16846,1
5,6711,2
5,17108,3
5,16908,1
5,15714,2
5,17110,3
5,17048,1
5,16027,2
5,17171,3
5,16985,1
5,17474,2
5,17199,3
5,16420,1
5,16309,2
5,17394,3
5,17108,1
5,16201,2
5,17474,3
5,17110,1
5,16846,2
5,17491,3
5,17171,1
5,17199,2
5,16309,3
5,17199,1
5,15499,2
5,16846,3
5,17445,1
5,17048,2
5,17048,3
5,17394,1
5,16420,2
5,16420,3
5,17259,1
5,21580,1
5,17259,2
5,17259,3
5,17662,1
5,21580,2
5,21580,3
5,17474,1
5,17662,2
5,17662,3
5,17491,1
5,22688,2
5,22688,3
5,22688,1
5,17664,2
5,17664,3
5,17664,1
5,17650,2
5,17650,3
5,17650,1
5,17739,2
5,17739,3
5,17739,1
5,17433,2
5,17433,3
5,17433,1
5,17549,2
5,17549,3
5,17549,1
6,6,1
6,16709,2
6,6,3
6,2376,1
6,16708,2
6,2376,3
6,17220,1
6,2376,2
6,16584,3
6,16584,1
6,16699,2
6,16088,3
6,16088,1
6,17481,2
6,16163,3
6,16163,1
6,17375,2
6,16239,3
6,16239,1
6,17290,2
6,16240,3
6,16240,1
6,16951,2
6,16528,3
6,16534,1
6,17374,2
6,16564,3
6,16497,1
6,16163,2
6,16699,3
6,16528,1
6,16584,2
6,16708,3
6,16564,1
6,6,2
6,16709,3
6,17054,1
6,16564,2
6,16883,3
6,16699,1
6,16528,2
6,16921,3
6,16708,1
6,17572,2
6,16951,3
6,16709,1
6,16088,2
6,17268,3
6,16883,1
6,17268,2
6,17290,3
6,17479,1
6,16921,2
6,17334,3
6,16921,1
6,17515,2
6,17374,3
6,17372,1
6,16240,2
6,17375,3
6,16951,1
6,17564,2
6,17467,3
6,16461,1
6,17467,2
6,17481,3
6,17453,1
6,17334,2
6,17515,3
6,17268,1
6,16239,2
6,17564,3
6,17290,1
6,16883,2
6,17572,3
6,20665,1
6,17220,2
6,16534,3
6,17334,1
6,16534,2
6,17220,3
6,17317,1
6,16497,2
6,16497,3
6,17374,1
6,17054,2
6,17054,3
6,17375,1
6,17479,2
6,17479,3
6,17742,1
6,17372,2
6,17372,3
6,17467,1
6,16461,2
6,16461,3
6,17663,1
6,17453,2
6,17453,3
6,17481,1
6,20665,2
6,20665,3
6,17317,2
6,17317,3
6,17515,1
6,17742,2
6,17742,3
6,17663,2
6,17663,3
6,17564,1
6,17572,1
7,5933,1
7,16340,2
7,82,3
7,16357,4
7,82,1
7,16129,2
7,3733,3
7,3733,1
7,15723,2
7,17367,3
7,17367,1
7,16285,2
7,6661,3
7,6661,1
7,15770,2
7,17193,3
7,17193,1
7,3733,2
7,11323,3
7,11323,1
7,17306,2
7,16942,3
7,17189,1
7,17193,2
7,15723,3
7,16942,1
7,17573,2
7,15770,3
7,15723,1
7,17181,2
7,16079,3
7,15770,1
7,16681,2
7,16129,3
7,16079,1
7,16942,2
7,16285,3
7,16129,1
7,11323,2
7,16340,3
7,16285,1
7,6661,2
7,16357,3
7,16340,1
7,14745,2
7,14745,3
7,16357,1
7,16484,2
7,16428,3
7,14745,1
7,17540,2
7,16451,3
7,16428,1
7,16451,2
7,16460,3
7,16451,1
7,16460,2
7,16484,3
7,16460,1
7,16428,2
7,16681,3
7,16484,1
7,17351,2
7,17350,3
7,16681,1
7,17350,2
7,17181,3
7,17277,1
7,82,2
7,17306,3
7,17350,1
7,16079,2
7,17351,3
7,16778,1
7,17367,2
7,17540,3
7,17292,1
7,17277,2
7,17573,3
7,17181,1
7,5933,2
7,17701,3
7,17701,1
7,17189,2
7,17292,3
7,17400,1
7,16778,2
7,16778,3
7,17457,1
7,17292,2
7,17277,3
7,17306,1
7,17701,2
7,17189,3
7,17113,1
7,17400,2
7,5933,3
7,17351,1
7,17457,2
7,17400,3
7,22825,1
7,17113,2
7,17457,3
7,19000,1
7,22825,2
7,17113,3
7,17540,1
7,19000,2
7,22825,3
7,17573,1
7,21908,2
7,19000,3
7,21908,1
7,18861,2
7,21908,3
7,18861,1
7,19702,2
7,19702,3
7,19702,1
8,16447,1
8,10804,2
8,10804,3
8,10804,1
8,16267,2
8,17380,3
8,17420,1
8,17546,2
8,15656,3
8,15656,1
8,17417,2
8,15700,3
8,15700,1
8,16220,2
8,15901,3
8,15901,1
8,16349,2
8,15977,3
8,15977,1
8,16989,2
8,16111,3
8,16111,1
8,17041,2
8,16267,3
8,17380,1
8,16687,2
8,16349,3
8,16267,1
8,8694,2
8,16423,3
8,16349,1
8,17420,2
8,16687,3
8,16423,1
8,17380,2
8,16755,3
8,16687,1
8,15901,2
8,16989,3
8,8694,1
8,15977,2
8,17041,3
8,16755,1
8,16111,2
8,8694,3
8,17236,1
8,16755,2
8,17226,3
8,16989,1
8,15656,2
8,17336,3
8,16148,1
8,15700,2
8,17417,3
8,17878,1
8,17226,2
8,17546,3
8,17413,1
8,17236,2
8,17236,3
8,17041,1
8,16148,2
8,16148,3
8,21458,1
8,17878,2
8,16220,3
8,21471,1
8,16423,2
8,17878,3
8,17532,1
8,17413,2
8,17413,3
8,17583,1
8,17336,2
8,21458,3
8,21194,1
8,16447,2
8,21471,3
8,21458,2
8,17420,3
8,21471,2
8,16447,3
8,17226,1
8,17532,2
8,17532,3
8,17583,2
8,17583,3
8,21194,2
8,21194,3
8,17336,1
8,17417,1
8,17546,1
8,16220,1
9,27,1
9,12185,2
9,27,3
9,15524,4
9,16693,1
9,16750,2
9,4848,3
9,16652,4
9,4848,1
9,16558,2
9,6869,3
9,22017,1
9,4848,2
9,7000,3
9,6869,1
9,17221,2
9,11809,3
9,7000,1
9,11809,2
9,11914,3
9,15524,1
9,16488,2
9,12185,3
9,11809,1
9,16844,2
9,15494,3
9,11914,1
9,15494,2
9,15793,3
9,12185,1
9,17441,2
9,16014,3
9,7,1
9,27,2
9,16028,3
9,15494,1
9,16773,2
9,16272,3
9,15793,1
9,16272,2
9,16311,3
9,17593,1
9,11914,2
9,16488,3
9,16014,1
9,15793,2
9,16558,3
9,16028,1
9,6869,2
9,17441,3
9,16272,1
9,16028,2
9,16750,3
9,16311,1
9,16014,2
9,16844,3
9,16652,1
9,16311,2
9,16845,3
9,16488,1
9,16845,2
9,17221,3
9,16558,1
9,17553,2
9,17302,3
9,16773,1
9,17790,2
9,17553,3
9,16882,1
9,7000,2
9,17790,3
9,17441,1
9,17302,2
9,17838,3
9,16750,1
9,17838,2
9,17613,3
9,16960,1
9,16693,2
9,16882,3
9,16844,1
9,22017,2
9,19041,3
9,16845,1
9,7,2
9,17593,3
9,19041,1
9,17593,2
9,7,3
9,17553,1
9,16882,2
9,17431,3
9,17790,1
9,19041,2
9,22017,3
9,17221,1
9,16960,2
9,16773,3
9,17302,1
9,17613,2
9,16960,3
9,17838,1
9,17431,2
9,16693,3
9,17613,1
9,23002,2
9,17431,1
9,23002,1
10,11,1
10,2688,2
10,11,3
10,16988,4
10,16988,1
10,16183,2
10,603,3
10,17175,4
10,603,1
10,17407,2
10,2688,3
10,16555,4
10,2688,1
10,11,2
10,4724,3
10,17672,1
10,17672,2
10,15629,3
10,15629,1
10,603,2
10,15733,3
10,15733,1
10,17550,2
10,16183,3
10,16183,1
10,17182,2
10,16711,3
10,16711,1
10,16721,2
10,16609,3
10,16609,1
10,17421,2
10,17121,3
10,17556,1
10,17296,2
10,16720,3
10,17182,1
10,17556,2
10,16721,3
10,16720,1
10,12,2
10,12,3
10,16721,1
10,15629,2
10,16884,3
10,12,1
10,16884,2
10,17354,3
10,16884,1
10,17209,2
10,17100,3
10,17296,1
10,16609,2
10,16881,3
10,17175,1
10,16711,2
10,17209,3
10,17354,1
10,17510,2
10,19465,3
10,17100,1
10,17100,2
10,17407,3
10,16555,1
10,16160,2
10,17510,3
10,16160,1
10,15733,2
10,17550,3
10,17585,1
10,16720,2
10,17404,3
10,17209,1
10,17585,2
10,17421,3
10,4724,1
10,17354,2
10,17396,3
10,17121,1
10,4724,2
10,17672,3
10,16881,1
10,17121,2
10,17182,3
10,19465,1
10,16881,2
10,17585,3
10,17404,1
10,19465,2
10,17556,3
10,17407,1
10,17404,2
10,17600,3
10,17396,1
10,17396,2
10,22662,3
10,17600,1
10,17600,2
10,16160,3
10,17510,1
10,22662,2
10,17296,3
10,22662,1
10,17656,2
10,17656,3
10,17550,1
10,17656,1
10,17421,1
11,15932,1
11,16256,2
11,15932,3
11,17395,1
11,39,2
11,17395,3
11,16248,1
11,16109,2
11,39,3
11,39,1
11,15932,2
11,15630,3
11,17092,1
11,17478,2
11,13651,3
11,13651,1
11,16034,2
11,15508,3
11,15508,1
11,17486,2
11,15982,3
11,17201,1
11,16990,2
11,16034,3
11,17160,1
11,17439,2
11,16109,3
11,15982,1
11,15982,2
11,16253,3
11,16034,1
11,17534,2
11,16256,3
11,16109,1
11,17092,2
11,16595,3
11,16253,1
11,16937,2
11,16937,3
11,16256,1
11,16595,2
11,16990,3
11,15630,1
11,17539,2
11,17068,3
11,16595,1
11,17524,2
11,17222,3
11,16937,1
11,17395,2
11,17439,3
11,16990,1
11,17068,2
11,17478,3
11,17068,1
11,16253,2
11,17486,3
11,17428,1
11,17222,2
11,17524,3
11,18207,1
11,17160,2
11,17534,3
11,17222,1
11,15630,2
11,17539,3
11,17761,1
11,13651,2
11,17160,3
11,19332,1
11,15508,2
11,17428,3
11,17439,1
11,17201,2
11,17201,3
11,22425,1
11,16248,2
11,18207,3
11,17478,1
11,17428,2
11,17092,3
11,17486,1
11,18207,2
11,16248,3
11,17524,1
11,17761,2
11,17761,3
11,17534,1
11,19332,2
11,19332,3
11,17539,1
11,22425,2
11,22425,3
11,21614,1
11,21614,2
11,21614,3
11,17555,1
11,17555,2
11,17555,3
11,21980,1
11,21980,2
11,21980,3
11,23,1
11,23,2
11,23,3
12,4257,1
12,16449,2
12,9670,3
12,4257,4
12,17896,1
12,16952,2
12,10864,3
12,9670,1
12,17139,2
12,15497,3
12,10864,1
12,17599,2
12,17671,3
12,15497,1
12,17289,2
12,15952,3
12,17671,1
12,15497,2
12,16003,3
12,16696,1
12,16269,2
12,16235,3
12,15952,1
12,17355,2
12,16269,3
12,16003,1
12,16757,2
12,16315,3
12,18,1
12,17463,2
12,16449,3
12,16235,1
12,17437,2
12,16757,3
12,16269,1
12,17671,2
12,16762,3
12,16315,1
12,16315,2
12,16769,3
12,16449,1
12,16762,2
12,16785,3
12,17465,1
12,16235,2
12,16952,3
12,17159,1
12,15952,2
12,17080,3
12,16757,1
12,10864,2
12,17139,3
12,16762,1
12,9670,2
12,17289,3
12,16853,1
12,16769,2
12,17313,3
12,16769,1
12,17080,2
12,17355,3
12,16785,1
12,17545,2
12,17437,3
12,16764,1
12,16785,2
12,17463,3
12,16952,1
12,16003,2
12,17599,3
12,17466,1
12,17313,2
12,21025,1
12,23663,3
12,17080,1
12,17896,2
12,18,3
12,17139,1
12,18,2
12,17466,3
12,16751,1
12,17465,2
12,16751,3
12,16128,1
12,16764,2
12,16764,3
12,17289,1
12,17466,2
12,21025,3
12,17313,1
12,21025,2
12,17551,3
12,17355,1
12,16751,2
12,17465,3
12,17437,1
12,17551,2
12,17547,3
12,17463,1
12,17547,2
12,16696,3
12,17551,1
12,16696,2
12,17159,3
12,17545,1
12,17159,2
12,16853,3
12,16853,2
12,16128,3
12,17599,1
12,16128,2
12,17545,3
12,23663,1
12,23663,2
12,17896,3
12,17547,1
12,23662,2
12,23662,3
12,23662,1
12,23660,2
12,23660,3
12,23660,1
13,17075,1
13,30,2
13,17075,3
13,30,1
13,15571,2
13,30,3
13,958,1
13,16156,2
13,958,3
13,10122,1
13,16858,2
13,10122,3
13,17103,1
13,17002,2
13,17103,3
13,14054,1
13,10122,2
13,14054,3
13,15396,1
13,15951,2
13,15396,3
13,15571,1
13,16980,2
13,15571,3
13,15951,1
13,17247,2
13,15951,3
13,16156,1
13,17075,2
13,16156,3
13,16274,1
13,17103,2
13,16274,3
13,16300,1
13,17489,2
13,16300,3
13,16352,1
13,958,2
13,16352,3
13,16392,1
13,16352,2
13,16392,3
13,17432,1
13,16392,2
13,16515,3
13,16515,1
13,16515,2
13,16858,3
13,16495,1
13,16274,2
13,16972,3
13,17677,1
13,16972,2
13,16980,3
13,16858,1
13,17138,2
13,17002,3
13,16972,1
13,14054,2
13,17138,3
13,16980,1
13,17282,2
13,17247,3
13,17002,1
13,16300,2
13,17282,3
13,17305,1
13,15396,2
13,17399,3
13,17138,1
13,17399,2
13,17489,3
13,17247,1
13,16495,2
13,16495,3
13,17282,1
13,17432,2
13,17432,3
13,21998,1
13,17677,2
13,17677,3
13,22346,1
13,17305,2
13,17305,3
13,17399,1
13,21998,2
13,21998,3
13,17489,1
13,22346,2
13,22346,3
13,21141,1
13,21141,2
13,21141,3
13,17390,1
13,17390,2
13,17390,3
13,16788,1
13,16788,2
13,16788,3
13,17347,1
13,17347,2
13,17347,3
14,21269,1
14,16531,2
14,2848,3
14,21269,4
14,2848,1
14,16411,2
14,10496,3
14,10496,1
14,16984,2
14,17155,3
14,16198,1
14,16198,2
14,15937,3
14,17155,1
14,17015,2
14,16041,3
14,15937,1
14,10496,2
14,16116,3
14,16041,1
14,16501,2
14,17480,3
14,16116,1
14,15937,2
14,16270,3
14,17480,1
14,17571,2
14,16411,3
14,16270,1
14,2848,2
14,16480,3
14,16411,1
14,17186,2
14,16501,3
14,16480,1
14,17155,2
14,16502,3
14,16501,1
14,16041,2
14,16531,3
14,16502,1
14,16270,2
14,17460,3
14,16531,1
14,16116,2
14,16596,3
14,17460,1
14,16596,2
14,16900,3
14,16596,1
14,16971,2
14,16971,3
14,16575,1
14,16502,2
14,16984,3
14,16563,1
14,17294,2
14,17015,3
14,17066,1
14,16900,2
14,17148,3
14,17357,1
14,18329,2
14,17186,3
14,17705,1
14,16480,2
14,17294,3
14,16900,1
14,17565,2
14,17565,3
14,16971,1
14,17148,2
14,17571,3
14,16984,1
14,17460,2
14,18329,3
14,17015,1
14,16575,2
14,16575,3
14,17148,1
14,17480,2
14,16198,3
14,17713,1
14,16563,2
14,16563,3
14,17186,1
14,17066,2
14,17066,3
14,17294,1
14,17357,2
14,17357,3
14,37,1
14,17705,2
14,17705,3
14,17713,2
14,17713,3
14,37,2
14,37,3
14,17565,1
14,17571,1
14,18329,1
15,10610,1
15,16680,2
15,17198,3
15,17516,1
15,17136,2
15,16489,3
15,1199,1
15,17578,2
15,17678,3
15,16489,1
15,16157,2
15,19243,3
15,17678,1
15,17448,2
15,15539,3
15,19243,1
15,17046,2
15,15800,3
15,15539,1
15,16816,2
15,16008,3
15,15800,1
15,15800,2
15,16101,3
15,16008,1
15,16101,2
15,16157,3
15,16101,1
15,16976,2
15,16180,3
15,16157,1
15,17516,2
15,16389,3
15,16496,1
15,16970,2
15,16418,3
15,16180,1
15,16389,2
15,16646,3
15,1252,1
15,16180,2
15,16680,3
15,16389,1
15,16646,2
15,16816,3
15,16418,1
15,16418,2
15,16970,3
15,16322,1
15,15539,2
15,16976,3
15,9055,1
15,17560,2
15,17022,3
15,17198,1
15,17678,2
15,17046,3
15,16646,1
15,17022,2
15,17136,3
15,16680,1
15,1199,2
15,17448,3
15,19636,1
15,16008,2
15,17560,3
15,16816,1
15,16489,2
15,17578,3
15,16970,1
15,19243,2
15,19636,3
15,16976,1
15,19636,2
15,17348,3
15,17348,1
15,10610,2
15,17352,3
15,17022,1
15,16496,2
15,17516,3
15,17046,1
15,1252,2
15,16322,3
15,17136,1
15,16322,2
15,1199,3
15,17352,1
15,9055,2
15,10610,3
15,17198,2
15,16496,3
15,17348,2
15,1252,3
15,17352,2
15,9055,3
15,17448,1
15,17560,1
15,17578,1
16,17575,1
16,17030,2
16,7016,3
16,6590,4
16,17215,1
16,17297,2
16,15541,3
16,17727,1
16,17362,2
16,15611,3
16,6590,1
16,17062,2
16,15829,3
16,7016,1
16,17468,2
16,16115,3
16,17525,1
16,17217,2
16,16328,3
16,17558,1
16,16453,2
16,16347,3
16,15541,1
16,17194,2
16,16396,3
16,15611,1
16,17031,2
16,16660,3
16,15829,1
16,17455,2
16,16453,3
16,16115,1
16,21046,2
16,17030,3
16,16328,1
16,16660,2
16,17031,3
16,16347,1
16,7016,2
16,17062,3
16,16396,1
16,16115,2
16,17176,3
16,16660,1
16,16347,2
16,17194,3
16,16453,1
16,16328,2
16,17217,3
16,17455,1
16,17176,2
16,17297,3
16,21046,1
16,15611,2
16,17318,3
16,17030,1
16,17318,2
16,17362,3
16,17031,1
16,15829,2
16,17468,3
16,17062,1
16,14,2
16,17455,3
16,14,1
16,16396,2
16,17215,3
16,17176,1
16,15541,2
16,17727,3
16,17194,1
16,17215,2
16,21046,3
16,17217,1
16,17607,2
16,14,3
16,17297,1
16,17575,2
16,17689,3
16,17318,1
16,17727,2
16,17525,3
16,17362,1
16,17525,2
16,15080,3
16,17689,1
16,17558,2
16,17558,3
16,17607,1
16,17689,2
16,17575,3
16,15080,1
16,15080,2
16,17607,3
16,17468,1
17,17295,1
17,3472,2
17,3472,3
17,16265,1
17,16323,2
17,13155,3
17,16752,1
17,16871,2
17,15222,3
17,3472,1
17,16178,2
17,15558,3
17,16658,1
17,17264,2
17,15710,3
17,13155,1
17,17173,2
17,15813,3
17,15222,1
17,15222,2
17,17295,3
17,15558,1
17,17295,2
17,16178,3
17,15710,1
17,16855,2
17,16292,3
17,15813,1
17,17288,2
17,16323,3
17,9,1
17,16265,2
17,16855,3
17,16410,1
17,16752,2
17,16865,3
17,16178,1
17,13155,2
17,16871,3
17,10,1
17,15558,2
17,16917,3
17,16292,1
17,17216,2
17,17173,3
17,16323,1
17,16865,2
17,17216,3
17,17618,1
17,16292,2
17,17264,3
17,17716,1
17,17513,2
17,17288,3
17,19127,1
17,17298,2
17,17298,3
17,17569,1
17,16658,2
17,17299,3
17,20290,1
17,16917,2
17,17513,3
17,22889,1
17,15813,2
17,16265,3
17,16855,1
17,15710,2
17,16752,3
17,16865,1
17,17299,2
17,16658,3
17,16871,1
17,9,2
17,9,3
17,16917,1
17,16410,2
17,16410,3
17,17173,1
17,10,2
17,10,3
17,17216,1
17,17618,2
17,17618,3
17,17264,1
17,17716,2
17,17716,3
17,17288,1
17,19127,2
17,19127,3
17,17298,1
17,17569,2
17,17569,3
17,17299,1
17,20290,2
17,20290,3
17,17963,1
17,22889,2
17,22889,3
17,17594,1
17,17963,2
17,17963,3
17,17513,1
17,17594,2
17,17594,3
18,425,1
18,16748,2
18,425,3
18,17156,4
18,2000,1
18,17087,2
18,2000,3
18,15706,1
18,16603,2
18,15706,3
18,11979,1
18,425,2
18,11979,3
18,15555,1
18,17191,2
18,15555,3
18,15557,1
18,16507,2
18,15557,3
18,17406,1
18,17232,2
18,17156,3
18,17156,1
18,16795,2
18,16507,3
18,16507,1
18,17310,2
18,16603,3
18,16795,1
18,17406,2
18,16691,3
18,16603,1
18,15706,2
18,16710,3
18,16691,1
18,16794,2
18,16748,3
18,16710,1
18,16691,2
18,16810,3
18,16748,1
18,15555,2
18,16795,3
18,16794,1
18,11979,2
18,17406,3
18,16810,1
18,16810,2
18,17087,3
18,16080,1
18,16710,2
18,17120,3
18,17169,1
18,16080,2
18,17191,3
18,17087,1
18,15557,2
18,17214,3
18,17120,1
18,17537,2
18,17232,3
18,16510,1
18,17120,2
18,17310,3
18,17191,1
18,17169,2
18,17485,3
18,17214,1
18,2000,2
18,17537,3
18,17232,1
18,17485,2
18,16080,3
18,17310,1
18,17214,2
18,17169,3
18,16402,1
18,16510,2
18,16510,3
18,17485,1
18,16402,2
18,16794,3
18,17537,1
18,17756,2
18,16402,3
18,17756,1
18,17484,2
18,17756,3
18,17484,1
18,19245,2
18,17484,3
18,19245,1
18,17307,2
18,19245,3
18,17307,1
18,17747,2
18,17307,3
18,17747,1
18,20228,2
18,17747,3
18,20228,1
18,20228,3
19,16046,1
19,17495,2
19,6037,3
19,16046,4
19,5007,1
19,15891,2
19,6142,3
19,6037,1
19,5007,2
19,5007,3
19,6142,1
19,17153,2
19,15685,3
19,17419,1
19,17049,2
19,15856,3
19,3,1
19,15856,2
19,15859,3
19,15685,1
19,15859,2
19,3,3
19,15856,1
19,17303,2
19,15891,3
19,15859,1
19,17676,2
19,16413,3
19,17423,1
19,16950,2
19,16339,3
19,15891,1
19,17419,2
19,16815,3
19,16413,1
19,17506,2
19,16915,3
19,16339,1
19,16339,2
19,16950,3
19,3098,1
19,16815,2
19,17049,3
19,16815,1
19,3098,2
19,17122,3
19,16915,1
19,16413,2
19,17153,3
19,16781,1
19,6142,2
19,17423,3
19,17496,1
19,16915,2
19,17252,3
19,16950,1
19,17122,2
19,17303,3
19,17049,1
19,17252,2
19,17495,3
19,17163,1
19,17508,2
19,17506,3
19,17093,1
19,6037,2
19,17508,3
19,17122,1
19,15685,2
19,17676,3
19,17153,1
19,3,2
19,16781,3
19,17443,1
19,17423,2
19,3098,3
19,17592,1
19,16781,2
19,17496,3
19,17252,1
19,17496,2
19,17419,3
19,17303,1
19,17163,2
19,17163,3
19,16919,1
19,17093,2
19,17093,3
